x,y
4.723,-0.085
4.724,-0.09
4.725,-0.087
4.726,-0.081
4.727,-0.079
4.728,-0.082
4.729,-0.093
4.73,-0.112
4.731,-0.1
4.732,-0.079
4.733,-0.091
4.734,-0.101
4.735,-0.096
4.736,-0.083
4.737,-0.079
4.738,-0.08
4.739,-0.064
4.74,-0.061
4.741,-0.075
4.742,-0.071
4.743,-0.073
4.744,-0.067
4.745,-0.05
4.746,-0.064
4.747,-0.077
4.748,-0.078
4.749,-0.075
4.75,-0.081
4.751,-0.091
4.752,-0.096
4.753,-0.084
4.754,-0.076
4.755,-0.076
4.756,-0.071
4.757,-0.07
4.758,-0.071
4.759,-0.065
4.76,-0.062
4.761,-0.069
4.762,-0.072
4.763,-0.08
4.764,-0.069
4.765,-0.056
4.766,-0.046
4.767,-0.051
4.768,-0.062
4.769,-0.07
4.77,-0.108
4.771,-0.111
4.772,-0.061
4.773,-0.045
4.774,-0.065
4.775,-0.064
4.776,-0.051
4.777,-0.045
4.778,-0.054
4.779,-0.063
4.78,-0.057
4.781,-0.064
4.782,-0.043
4.783,-0.018
4.784,-0.037
4.785,-0.046
4.786,-0.055
4.787,-0.066
4.788,-0.067
4.789,-0.062
4.79,-0.051
4.791,-0.045
4.792,-0.048
4.793,-0.045
4.794,-0.075
4.795,-0.091
4.796,-0.068
4.797,-0.08
4.798,-0.056
4.799,-0.032
4.8,-0.04
4.801,-0.053
4.802,-0.067
4.803,-0.053
4.804,-0.054
4.805,-0.044
4.806,-0.035
4.807,-0.044
4.808,-0.049
4.809,-0.058
4.81,-0.059
4.811,-0.061
4.812,-0.071
4.813,-0.073
4.814,-0.073
4.815,-0.077
4.816,-0.075
4.817,-0.087
4.818,-0.098
4.819,-0.069
4.82,-0.056
4.821,-0.051
4.822,-0.042
4.823,-0.057
4.824,-0.061
4.825,-0.043
4.826,-0.047
4.827,-0.049
4.828,-0.046
4.829,-0.082
4.83,-0.071
4.831,-0.035
4.832,-0.038
4.833,-0.035
4.834,-0.053
4.835,-0.061
4.836,-0.055
4.837,-0.064
4.838,-0.066
4.839,-0.08
4.84,-0.078
4.841,-0.069
4.842,-0.071
4.843,-0.067
4.844,-0.051
4.845,-0.058
4.846,-0.072
4.847,-0.059
4.848,-0.066
4.849,-0.071
4.85,-0.073
4.851,-0.081
4.852,-0.076
4.853,-0.074
4.854,-0.088
4.855,-0.084
4.856,-0.065
4.857,-0.061
4.858,-0.057
4.859,-0.059
4.86,-0.07
4.861,-0.073
4.862,-0.083
4.863,-0.077
4.864,-0.062
4.865,-0.068
4.866,-0.071
4.867,-0.072
4.868,-0.075
4.869,-0.078
4.87,-0.079
4.871,-0.074
4.872,-0.075
4.873,-0.076
4.874,-0.073
4.875,-0.058
4.876,-0.053
4.877,-0.062
4.878,-0.058
4.879,-0.063
4.88,-0.062
4.881,-0.049
4.882,-0.028
4.883,-0.003
4.884,-0.034
4.885,-0.074
4.886,-0.106
4.887,-0.113
4.888,-0.065
4.889,-0.059
4.89,-0.085
4.891,-0.093
4.892,-0.103
4.893,-0.078
4.894,-0.053
4.895,-0.06
4.896,-0.062
4.897,-0.044
4.898,-0.034
4.899,-0.057
4.9,-0.043
4.901,-0.025
4.902,-0.015
4.903,-0.001
4.904,-0.007
4.905,-0.021
4.906,-0.015
4.907,-0.011
4.908,-0.013
4.909,-0.017
4.91,-0.024
4.911,-0.009
4.912,-0.016
4.913,-0.009
4.914,-0.018
4.915,-0.025
4.916,-0.02
4.917,-0.026
4.918,-0.031
4.919,-0.026
4.92,-0.004
4.921,-0.022
4.922,-0.034
4.923,-0.027
4.924,-0.025
4.925,-0.021
4.926,-0.029
4.927,-0.03
4.928,-0.013
4.929,0
4.93,-0.013
4.931,-0.009
4.932,0
4.933,-0.001
4.934,-0.009
4.935,-0.036
4.936,-0.049
4.937,-0.047
4.938,-0.032
4.939,-0.015
4.94,-0.025
4.941,-0.03
4.942,-0.054
4.943,-0.079
4.944,-0.038
4.945,-0.031
4.946,-0.056
4.947,-0.073
4.948,-0.08
4.949,-0.076
4.95,-0.106
4.951,-0.123
4.952,-0.112
4.953,-0.102
4.954,-0.088
4.955,-0.089
4.956,-0.106
4.957,-0.106
4.958,-0.108
4.959,-0.093
4.96,-0.086
4.961,-0.093
4.962,-0.096
4.963,-0.116
4.964,-0.095
4.965,-0.088
4.966,-0.106
4.967,-0.098
4.968,-0.14
4.969,-0.151
4.97,-0.117
4.971,-0.138
4.972,-0.141
4.973,-0.11
4.974,-0.105
4.975,-0.106
4.976,-0.102
4.977,-0.113
4.978,-0.129
4.979,-0.119
4.98,-0.112
4.981,-0.103
4.982,-0.091
4.983,-0.103
4.984,-0.115
4.985,-0.143
4.986,-0.135
4.987,-0.111
4.988,-0.129
4.989,-0.134
4.99,-0.124
4.991,-0.131
4.992,-0.141
4.993,-0.134
4.994,-0.145
4.995,-0.12
4.996,-0.118
4.997,-0.145
4.998,-0.134
4.999,-0.128
5,-0.117
5.001,-0.118
5.002,-0.128
5.003,-0.12
5.004,-0.11
5.005,-0.122
5.006,-0.124
5.007,-0.115
5.008,-0.122
5.009,-0.152
5.01,-0.153
5.011,-0.14
5.012,-0.15
5.013,-0.152
5.014,-0.167
5.015,-0.177
5.016,-0.17
5.017,-0.169
5.018,-0.188
5.019,-0.203
5.02,-0.206
5.021,-0.215
5.022,-0.221
5.023,-0.241
5.024,-0.281
5.025,-0.303
5.026,-0.301
5.027,-0.316
5.028,-0.314
5.029,-0.308
5.03,-0.32
5.031,-0.306
5.032,-0.281
5.033,-0.263
5.034,-0.252
5.035,-0.22
5.036,-0.175
5.037,-0.153
5.038,-0.127
5.039,-0.114
5.04,-0.101
5.041,-0.007
5.042,0.048
5.043,0.076
5.044,0.112
5.045,0.138
5.046,0.192
5.047,0.212
5.048,0.244
5.049,0.292
5.05,0.321
5.051,0.342
5.052,0.351
5.053,0.352
5.054,0.353
5.055,0.361
5.056,0.371
5.057,0.364
5.058,0.355
5.059,0.34
5.06,0.287
5.061,0.239
5.062,0.227
5.063,0.212
5.064,0.183
5.065,0.166
5.066,0.164
5.067,0.175
5.068,0.188
5.069,0.176
5.07,0.168
5.071,0.138
5.072,0.104
5.073,0.1
5.074,0.077
5.075,0.086
5.076,0.082
5.077,0.043
5.078,0.018
5.079,0.006
5.08,-0.009
5.081,-0.034
5.082,-0.043
5.083,-0.047
5.084,-0.04
5.085,-0.072
5.086,-0.123
5.087,-0.142
5.088,-0.177
5.089,-0.209
5.09,-0.235
5.091,-0.262
5.092,-0.274
5.093,-0.277
5.094,-0.298
5.095,-0.331
5.096,-0.356
5.097,-0.379
5.098,-0.394
5.099,-0.405
5.1,-0.415
5.101,-0.425
5.102,-0.434
5.103,-0.442
5.104,-0.478
5.105,-0.523
5.106,-0.513
5.107,-0.522
5.108,-0.55
5.109,-0.565
5.11,-0.575
5.111,-0.579
5.112,-0.584
5.113,-0.595
5.114,-0.607
5.115,-0.603
5.116,-0.614
5.117,-0.586
5.118,-0.561
5.119,-0.572
5.12,-0.557
5.121,-0.554
5.122,-0.578
5.123,-0.545
5.124,-0.467
5.125,-0.461
5.126,-0.468
5.127,-0.449
5.128,-0.436
5.129,-0.429
5.13,-0.4
5.131,-0.386
5.132,-0.386
5.133,-0.371
5.134,-0.36
5.135,-0.329
5.136,-0.311
5.137,-0.298
5.138,-0.28
5.139,-0.271
5.14,-0.248
5.141,-0.234
5.142,-0.227
5.143,-0.223
5.144,-0.235
5.145,-0.244
5.146,-0.233
5.147,-0.234
5.148,-0.234
5.149,-0.227
5.15,-0.234
5.151,-0.23
5.152,-0.209
5.153,-0.213
5.154,-0.218
5.155,-0.211
5.156,-0.217
5.157,-0.213
5.158,-0.209
5.159,-0.21
5.16,-0.209
5.161,-0.202
5.162,-0.205
5.163,-0.203
5.164,-0.176
5.165,-0.166
5.166,-0.172
5.167,-0.182
5.168,-0.176
5.169,-0.2
5.17,-0.224
5.171,-0.21
5.172,-0.208
5.173,-0.168
5.174,-0.156
5.175,-0.175
5.176,-0.182
5.177,-0.196
5.178,-0.196
5.179,-0.195
5.18,-0.165
5.181,-0.166
5.182,-0.174
5.183,-0.169
5.184,-0.17
5.185,-0.169
5.186,-0.179
5.187,-0.185
5.188,-0.193
5.189,-0.19
5.19,-0.165
5.191,-0.152
5.192,-0.172
5.193,-0.19
5.194,-0.187
5.195,-0.189
5.196,-0.192
5.197,-0.179
5.198,-0.17
5.199,-0.159
5.2,-0.163
5.201,-0.172
5.202,-0.169
5.203,-0.166
5.204,-0.17
5.205,-0.18
5.206,-0.179
5.207,-0.195
5.208,-0.183
5.209,-0.164
5.21,-0.169
5.211,-0.18
5.212,-0.182
5.213,-0.186
5.214,-0.196
5.215,-0.177
5.216,-0.178
5.217,-0.186
5.218,-0.181
5.219,-0.168
5.22,-0.159
5.221,-0.156
5.222,-0.15
5.223,-0.16
5.224,-0.164
5.225,-0.176
5.226,-0.183
5.227,-0.211
5.228,-0.212
5.229,-0.155
5.23,-0.141
5.231,-0.144
5.232,-0.17
5.233,-0.18
5.234,-0.18
5.235,-0.179
5.236,-0.168
5.237,-0.166
5.238,-0.161
5.239,-0.152
5.24,-0.149
5.241,-0.156
5.242,-0.157
5.243,-0.16
5.244,-0.152
5.245,-0.154
5.246,-0.157
5.247,-0.154
5.248,-0.154
5.249,-0.145
5.25,-0.158
5.251,-0.166
5.252,-0.162
5.253,-0.154
5.254,-0.146
5.255,-0.146
5.256,-0.148
5.257,-0.132
5.258,-0.114
5.259,-0.116
5.26,-0.096
5.261,-0.082
5.262,-0.12
5.263,-0.142
5.264,-0.116
5.265,-0.096
5.266,-0.095
5.267,-0.104
5.268,-0.109
5.269,-0.117
5.27,-0.102
5.271,-0.09
5.272,-0.105
5.273,-0.111
5.274,-0.123
5.275,-0.107
5.276,-0.082
5.277,-0.074
5.278,-0.071
5.279,-0.06
5.28,-0.053
5.281,-0.055
5.282,-0.069
5.283,-0.07
5.284,-0.058
5.285,-0.072
5.286,-0.055
5.287,-0.034
5.288,-0.057
5.289,-0.066
5.29,-0.058
5.291,-0.059
5.292,-0.053
5.293,-0.042
5.294,-0.029
5.295,-0.026
5.296,-0.033
5.297,-0.034
5.298,-0.012
5.299,-0.007
5.3,-0.023
5.301,-0.021
5.302,-0.006
5.303,0.009
5.304,0.001
5.305,-0.011
5.306,-0.012
5.307,-0.018
5.308,-0.031
5.309,-0.025
5.31,-0.007
5.311,-0.011
5.312,-0.011
5.313,0.001
5.314,0.009
5.315,0.012
5.316,-0.003
5.317,-0.009
5.318,0.002
5.319,0.014
5.32,0.017
5.321,0.02
5.322,0.009
5.323,0.008
5.324,0.025
5.325,0.021
5.326,0.028
5.327,0.011
5.328,0.001
5.329,0.017
5.33,0.009
5.331,0.004
5.332,-0.001
5.333,0.001
5.334,0.014
5.335,0.021
5.336,0.021
5.337,0.027
5.338,0.026
5.339,0.003
5.34,0.017
5.341,0.018
5.342,0.002
5.343,0.019
5.344,0.008
5.345,0.004
5.346,0.004
5.347,-0.021
5.348,-0.002
5.349,0.009
5.35,-0.006
5.351,-0.001
5.352,-0.001
5.353,0
5.354,-0.006
5.355,-0.035
5.356,-0.029
5.357,0.026
5.358,0.025
5.359,0.005
5.36,0.004
5.361,-0.005
5.362,0
5.363,-0.003
5.364,0.014
5.365,-0.003
5.366,-0.035
5.367,-0.027
5.368,-0.016
5.369,-0.015
5.37,-0.019
5.371,-0.005
5.372,-0.016
5.373,-0.042
5.374,-0.061
5.375,-0.047
5.376,-0.032
5.377,-0.059
5.378,-0.059
5.379,-0.036
5.38,-0.026
5.381,-0.032
5.382,-0.047
5.383,-0.052
5.384,-0.048
5.385,-0.057
5.386,-0.06
5.387,-0.064
5.388,-0.064
5.389,-0.068
5.39,-0.066
5.391,-0.069
5.392,-0.076
5.393,-0.072
5.394,-0.082
5.395,-0.069
5.396,-0.07
5.397,-0.08
5.398,-0.059
5.399,-0.065
5.4,-0.086
5.401,-0.053
5.402,-0.033
5.403,-0.057
5.404,-0.064
5.405,-0.077
5.406,-0.073
5.407,-0.077
5.408,-0.086
5.409,-0.086
5.41,-0.095
5.411,-0.084
5.412,-0.059
5.413,-0.067
5.414,-0.087
5.415,-0.09
5.416,-0.105
5.417,-0.101
5.418,-0.102
5.419,-0.091
5.42,-0.074
5.421,-0.078
5.422,-0.108
5.423,-0.132
5.424,-0.094
5.425,-0.092
5.426,-0.097
5.427,-0.1
5.428,-0.114
5.429,-0.132
5.43,-0.149
5.431,-0.118
5.432,-0.098
5.433,-0.1
5.434,-0.11
5.435,-0.112
5.436,-0.109
5.437,-0.111
5.438,-0.103
5.439,-0.101
5.44,-0.1
5.441,-0.095
5.442,-0.103
5.443,-0.108
5.444,-0.097
5.445,-0.111
5.446,-0.117
5.447,-0.114
5.448,-0.14
5.449,-0.14
5.45,-0.121
5.451,-0.105
5.452,-0.102
5.453,-0.117
5.454,-0.133
5.455,-0.126
5.456,-0.134
5.457,-0.118
5.458,-0.084
5.459,-0.095
5.46,-0.096
5.461,-0.097
5.462,-0.103
5.463,-0.123
5.464,-0.117
5.465,-0.098
5.466,-0.096
5.467,-0.062
5.468,-0.07
5.469,-0.122
5.47,-0.136
5.471,-0.132
5.472,-0.12
5.473,-0.108
5.474,-0.103
5.475,-0.099
5.476,-0.11
5.477,-0.107
5.478,-0.101
5.479,-0.095
5.48,-0.095
5.481,-0.1
5.482,-0.091
5.483,-0.088
5.484,-0.092
5.485,-0.099
5.486,-0.099
5.487,-0.089
5.488,-0.093
5.489,-0.092
5.49,-0.089
5.491,-0.1
5.492,-0.096
5.493,-0.095
5.494,-0.106
5.495,-0.108
5.496,-0.086
5.497,-0.084
5.498,-0.083
5.499,-0.073
5.5,-0.071
5.501,-0.079
5.502,-0.105
5.503,-0.098
5.504,-0.098
5.505,-0.085
5.506,-0.077
5.507,-0.101
5.508,-0.095
5.509,-0.085
5.51,-0.081
5.511,-0.09
5.512,-0.087
5.513,-0.081
5.514,-0.073
5.515,-0.09
5.516,-0.093
5.517,-0.063
5.518,-0.085
5.519,-0.078
5.52,-0.074
5.521,-0.086
5.522,-0.089
5.523,-0.079
5.524,-0.057
5.525,-0.08
5.526,-0.079
5.527,-0.071
5.528,-0.08
5.529,-0.083
5.53,-0.077
5.531,-0.08
5.532,-0.086
5.533,-0.083
5.534,-0.083
5.535,-0.071
5.536,-0.064
5.537,-0.063
5.538,-0.065
5.539,-0.067
5.54,-0.062
5.541,-0.063
5.542,-0.07
5.543,-0.069
5.544,-0.066
5.545,-0.074
5.546,-0.078
5.547,-0.079
5.548,-0.081
5.549,-0.084
5.55,-0.086
5.551,-0.086
5.552,-0.09
5.553,-0.088
5.554,-0.085
5.555,-0.08
5.556,-0.081
5.557,-0.08
5.558,-0.074
5.559,-0.071
5.56,-0.06
5.561,-0.054
5.562,-0.086
5.563,-0.1
5.564,-0.082
5.565,-0.085
5.566,-0.086
5.567,-0.098
5.568,-0.132
5.569,-0.119
5.57,-0.079
5.571,-0.08
5.572,-0.095
5.573,-0.093
5.574,-0.06
5.575,-0.072
5.576,-0.103
5.577,-0.095
5.578,-0.101
5.579,-0.081
5.58,-0.045
5.581,-0.054
5.582,-0.054
5.583,-0.045
5.584,-0.094
5.585,-0.109
5.586,-0.095
5.587,-0.098
5.588,-0.098
5.589,-0.101
5.59,-0.093
5.591,-0.099
5.592,-0.102
5.593,-0.095
5.594,-0.087
5.595,-0.093
5.596,-0.097
5.597,-0.076
5.598,-0.082
5.599,-0.081
5.6,-0.078
5.601,-0.077
5.602,-0.068
5.603,-0.076
5.604,-0.076
5.605,-0.075
5.606,-0.078
5.607,-0.079
5.608,-0.081
5.609,-0.081
5.61,-0.085
5.611,-0.089
5.612,-0.086
5.613,-0.092
5.614,-0.092
5.615,-0.088
5.616,-0.093
5.617,-0.09
5.618,-0.086
5.619,-0.078
5.62,-0.083
5.621,-0.105
5.622,-0.127
5.623,-0.105
5.624,-0.069
5.625,-0.078
5.626,-0.095
5.627,-0.1
5.628,-0.104
5.629,-0.086
5.63,-0.081
5.631,-0.1
5.632,-0.1
5.633,-0.101
5.634,-0.088
5.635,-0.076
5.636,-0.079
5.637,-0.081
5.638,-0.068
5.639,-0.071
5.64,-0.072
5.641,-0.059
5.642,-0.073
5.643,-0.045
5.644,-0.041
5.645,-0.066
5.646,-0.058
5.647,-0.053
5.648,-0.034
5.649,-0.029
5.65,-0.049
5.651,-0.069
5.652,-0.045
5.653,-0.021
5.654,-0.048
5.655,-0.04
5.656,-0.051
5.657,-0.059
5.658,-0.037
5.659,-0.041
5.66,-0.043
5.661,-0.032
5.662,-0.022
5.663,-0.045
5.664,-0.05
5.665,-0.065
5.666,-0.085
5.667,-0.08
5.668,-0.086
5.669,-0.085
5.67,-0.074
5.671,-0.07
5.672,-0.072
5.673,-0.072
5.674,-0.054
5.675,-0.05
5.676,-0.018
5.677,0.007
5.678,-0.018
5.679,-0.021
5.68,-0.041
5.681,-0.042
5.682,-0.044
5.683,-0.048
5.684,-0.049
5.685,-0.061
5.686,-0.043
5.687,-0.059
5.688,-0.087
5.689,-0.098
5.69,-0.094
5.691,-0.118
5.692,-0.141
5.693,-0.128
5.694,-0.13
5.695,-0.129
5.696,-0.125
5.697,-0.123
5.698,-0.102
5.699,-0.083
5.7,-0.096
5.701,-0.109
5.702,-0.11
5.703,-0.102
5.704,-0.099
5.705,-0.098
5.706,-0.093
5.707,-0.123
5.708,-0.145
5.709,-0.15
5.71,-0.142
5.711,-0.13
5.712,-0.129
5.713,-0.128
5.714,-0.139
5.715,-0.134
5.716,-0.131
5.717,-0.118
5.718,-0.107
5.719,-0.122
5.72,-0.1
5.721,-0.107
5.722,-0.129
5.723,-0.118
5.724,-0.116
5.725,-0.117
5.726,-0.128
5.727,-0.122
5.728,-0.12
5.729,-0.118
5.73,-0.111
5.731,-0.114
5.732,-0.105
5.733,-0.11
5.734,-0.128
5.735,-0.135
5.736,-0.136
5.737,-0.12
5.738,-0.13
5.739,-0.124
5.74,-0.116
5.741,-0.138
5.742,-0.105
5.743,-0.111
5.744,-0.114
5.745,-0.102
5.746,-0.13
5.747,-0.125
5.748,-0.132
5.749,-0.152
5.75,-0.148
5.751,-0.131
5.752,-0.128
5.753,-0.14
5.754,-0.138
5.755,-0.139
5.756,-0.15
5.757,-0.151
5.758,-0.164
5.759,-0.178
5.76,-0.198
5.761,-0.212
5.762,-0.206
5.763,-0.21
5.764,-0.226
5.765,-0.242
5.766,-0.222
5.767,-0.233
5.768,-0.289
5.769,-0.311
5.77,-0.312
5.771,-0.294
5.772,-0.287
5.773,-0.272
5.774,-0.257
5.775,-0.287
5.776,-0.263
5.777,-0.243
5.778,-0.212
5.779,-0.125
5.78,-0.096
5.781,-0.086
5.782,-0.066
5.783,-0.03
5.784,0.011
5.785,0.038
5.786,0.086
5.787,0.135
5.788,0.176
5.789,0.226
5.79,0.268
5.791,0.311
5.792,0.351
5.793,0.371
5.794,0.385
5.795,0.4
5.796,0.406
5.797,0.416
5.798,0.421
5.799,0.422
5.8,0.416
5.801,0.396
5.802,0.377
5.803,0.337
5.804,0.278
5.805,0.234
5.806,0.211
5.807,0.189
5.808,0.168
5.809,0.148
5.81,0.152
5.811,0.169
5.812,0.163
5.813,0.143
5.814,0.137
5.815,0.123
5.816,0.092
5.817,0.072
5.818,0.043
5.819,0.043
5.82,0.038
5.821,0.022
5.822,0.042
5.823,0.019
5.824,-0.019
5.825,-0.022
5.826,-0.037
5.827,-0.062
5.828,-0.079
5.829,-0.102
5.83,-0.116
5.831,-0.151
5.832,-0.191
5.833,-0.22
5.834,-0.251
5.835,-0.262
5.836,-0.277
5.837,-0.295
5.838,-0.324
5.839,-0.346
5.84,-0.357
5.841,-0.377
5.842,-0.408
5.843,-0.431
5.844,-0.439
5.845,-0.452
5.846,-0.473
5.847,-0.488
5.848,-0.503
5.849,-0.516
5.85,-0.528
5.851,-0.544
5.852,-0.548
5.853,-0.556
5.854,-0.566
5.855,-0.57
5.856,-0.586
5.857,-0.593
5.858,-0.581
5.859,-0.568
5.86,-0.563
5.861,-0.545
5.862,-0.527
5.863,-0.506
5.864,-0.484
5.865,-0.48
5.866,-0.454
5.867,-0.453
5.868,-0.441
5.869,-0.402
5.87,-0.396
5.871,-0.378
5.872,-0.358
5.873,-0.331
5.874,-0.312
5.875,-0.32
5.876,-0.32
5.877,-0.311
5.878,-0.291
5.879,-0.253
5.88,-0.227
5.881,-0.221
5.882,-0.253
5.883,-0.246
5.884,-0.206
5.885,-0.196
5.886,-0.182
5.887,-0.214
5.888,-0.204
5.889,-0.207
5.89,-0.231
5.891,-0.21
5.892,-0.213
5.893,-0.201
5.894,-0.204
5.895,-0.195
5.896,-0.171
5.897,-0.182
5.898,-0.194
5.899,-0.185
5.9,-0.179
5.901,-0.192
5.902,-0.189
5.903,-0.172
5.904,-0.182
5.905,-0.193
5.906,-0.185
5.907,-0.181
5.908,-0.19
5.909,-0.193
5.91,-0.202
5.911,-0.217
5.912,-0.212
5.913,-0.209
5.914,-0.2
5.915,-0.19
5.916,-0.194
5.917,-0.191
5.918,-0.174
5.919,-0.174
5.92,-0.182
5.921,-0.186
5.922,-0.191
5.923,-0.188
5.924,-0.187
5.925,-0.186
5.926,-0.189
5.927,-0.195
5.928,-0.205
5.929,-0.209
5.93,-0.204
5.931,-0.204
5.932,-0.205
5.933,-0.208
5.934,-0.205
5.935,-0.202
5.936,-0.203
5.937,-0.198
5.938,-0.198
5.939,-0.2
5.94,-0.193
5.941,-0.189
5.942,-0.207
5.943,-0.207
5.944,-0.205
5.945,-0.206
5.946,-0.174
5.947,-0.184
5.948,-0.213
5.949,-0.221
5.95,-0.216
5.951,-0.224
5.952,-0.23
5.953,-0.233
5.954,-0.21
5.955,-0.163
5.956,-0.209
5.957,-0.24
5.958,-0.222
5.959,-0.221
5.96,-0.177
5.961,-0.173
5.962,-0.208
5.963,-0.217
5.964,-0.211
5.965,-0.197
5.966,-0.202
5.967,-0.2
5.968,-0.198
5.969,-0.204
5.97,-0.205
5.971,-0.206
5.972,-0.203
5.973,-0.208
5.974,-0.213
5.975,-0.209
5.976,-0.204
5.977,-0.197
5.978,-0.2
5.979,-0.201
5.98,-0.192
5.981,-0.188
5.982,-0.196
5.983,-0.195
5.984,-0.19
5.985,-0.195
5.986,-0.192
5.987,-0.178
5.988,-0.169
5.989,-0.171
5.99,-0.181
5.991,-0.196
5.992,-0.206
5.993,-0.202
5.994,-0.19
5.995,-0.176
5.996,-0.189
5.997,-0.196
5.998,-0.173
5.999,-0.172
6,-0.162
6.001,-0.152
6.002,-0.163
6.003,-0.164
6.004,-0.161
6.005,-0.153
6.006,-0.151
6.007,-0.169
6.008,-0.172
6.009,-0.141
6.01,-0.152
6.011,-0.181
6.012,-0.172
6.013,-0.17
6.014,-0.145
6.015,-0.121
6.016,-0.117
6.017,-0.122
6.018,-0.113
6.019,-0.098
6.02,-0.094
6.021,-0.095
6.022,-0.105
6.023,-0.087
6.024,-0.08
6.025,-0.081
6.026,-0.075
6.027,-0.08
6.028,-0.087
6.029,-0.084
6.03,-0.073
6.031,-0.084
6.032,-0.079
6.033,-0.058
6.034,-0.052
6.035,-0.057
6.036,-0.038
6.037,-0.021
6.038,-0.041
6.039,-0.066
6.04,-0.058
6.041,-0.026
6.042,-0.012
6.043,-0.017
6.044,-0.025
6.045,-0.042
6.046,-0.036
6.047,-0.018
6.048,-0.034
6.049,-0.029
6.05,-0.021
6.051,-0.029
6.052,-0.02
6.053,-0.028
6.054,-0.035
6.055,0.009
6.056,0.035
6.057,-0.003
6.058,-0.008
6.059,-0.003
6.06,-0.021
6.061,-0.007
6.062,-0.003
6.063,0.009
6.064,0.022
6.065,0.003
6.066,-0.009
6.067,-0.018
6.068,-0.018
6.069,-0.004
6.07,0
6.071,-0.002
6.072,0.007
6.073,0.022
6.074,0.018
6.075,0.004
6.076,0
6.077,0.002
6.078,0.005
6.079,0.004
6.08,0.003
6.081,0.001
6.082,0.002
6.083,0
6.084,0.014
6.085,0.03
6.086,0.004
6.087,-0.019
6.088,-0.026
6.089,-0.023
6.09,-0.016
6.091,-0.003
6.092,0.007
6.093,-0.003
6.094,-0.004
6.095,-0.016
6.096,-0.014
6.097,-0.005
6.098,-0.007
6.099,-0.011
6.1,-0.018
6.101,-0.023
6.102,-0.024
6.103,0.001
6.104,-0.004
6.105,-0.019
6.106,-0.023
6.107,-0.024
6.108,-0.038
6.109,-0.054
6.11,-0.061
6.111,-0.065
6.112,-0.03
6.113,-0.016
6.114,-0.034
6.115,-0.045
6.116,-0.045
6.117,-0.045
6.118,-0.043
6.119,-0.03
6.12,-0.032
6.121,-0.041
6.122,-0.044
6.123,-0.034
6.124,-0.039
6.125,-0.046
6.126,-0.047
6.127,-0.054
6.128,-0.058
6.129,-0.069
6.13,-0.082
6.131,-0.099
6.132,-0.099
6.133,-0.097
6.134,-0.094
6.135,-0.086
6.136,-0.087
6.137,-0.082
6.138,-0.079
6.139,-0.081
6.14,-0.084
6.141,-0.087
6.142,-0.091
6.143,-0.086
6.144,-0.096
6.145,-0.102
6.146,-0.1
6.147,-0.111
6.148,-0.101
6.149,-0.107
6.15,-0.118
6.151,-0.117
6.152,-0.117
6.153,-0.117
6.154,-0.108
6.155,-0.099
6.156,-0.105
6.157,-0.108
6.158,-0.109
6.159,-0.12
6.16,-0.127
6.161,-0.095
6.162,-0.096
6.163,-0.124
6.164,-0.153
6.165,-0.142
6.166,-0.085
6.167,-0.105
6.168,-0.116
6.169,-0.099
6.17,-0.111
6.171,-0.116
6.172,-0.097
6.173,-0.079
6.174,-0.078
6.175,-0.099
6.176,-0.127
6.177,-0.104
6.178,-0.105
6.179,-0.127
6.18,-0.118
6.181,-0.112
6.182,-0.103
6.183,-0.097
6.184,-0.117
6.185,-0.128
6.186,-0.122
6.187,-0.127
6.188,-0.119
6.189,-0.133
6.19,-0.143
6.191,-0.133
6.192,-0.126
6.193,-0.134
6.194,-0.141
6.195,-0.133
6.196,-0.13
6.197,-0.129
6.198,-0.137
6.199,-0.143
6.2,-0.135
6.201,-0.134
6.202,-0.136
6.203,-0.13
6.204,-0.134
6.205,-0.137
6.206,-0.137
6.207,-0.136
6.208,-0.133
6.209,-0.131
6.21,-0.146
6.211,-0.152
6.212,-0.142
6.213,-0.146
6.214,-0.14
6.215,-0.137
6.216,-0.137
6.217,-0.13
6.218,-0.127
6.219,-0.127
6.22,-0.126
6.221,-0.132
6.222,-0.141
6.223,-0.13
6.224,-0.132
6.225,-0.133
6.226,-0.13
6.227,-0.137
6.228,-0.141
6.229,-0.144
6.23,-0.147
6.231,-0.146
6.232,-0.146
6.233,-0.149
6.234,-0.147
6.235,-0.152
6.236,-0.151
6.237,-0.145
6.238,-0.143
6.239,-0.145
6.24,-0.149
6.241,-0.149
6.242,-0.159
6.243,-0.147
6.244,-0.141
6.245,-0.147
6.246,-0.121
6.247,-0.126
6.248,-0.166
6.249,-0.175
6.25,-0.165
6.251,-0.161
6.252,-0.158
6.253,-0.157
6.254,-0.149
6.255,-0.141
6.256,-0.137
6.257,-0.136
6.258,-0.144
6.259,-0.133
6.26,-0.14
6.261,-0.156
6.262,-0.161
6.263,-0.154
6.264,-0.16
6.265,-0.174
6.266,-0.184
6.267,-0.178
6.268,-0.151
6.269,-0.161
6.27,-0.135
6.271,-0.131
6.272,-0.162
6.273,-0.153
6.274,-0.158
6.275,-0.14
6.276,-0.143
6.277,-0.154
6.278,-0.127
6.279,-0.121
6.28,-0.13
6.281,-0.142
6.282,-0.135
6.283,-0.134
6.284,-0.147
6.285,-0.133
6.286,-0.157
6.287,-0.174
6.288,-0.159
6.289,-0.158
6.29,-0.155
6.291,-0.161
6.292,-0.155
6.293,-0.151
6.294,-0.16
6.295,-0.147
